UserName,Handle,Timestamp,Text
han,@hfztfk,2020-07-21T14:33:19.000Z,"Malaysia, get ready for the second wave of Covid-19."
The Edge Malaysia,@theedgemalaysia,2020-07-21T09:28:03.000Z,"Flash: Covid-19: Malaysia reports 15 new cases, 13 of them involving Malaysians, raising total active cases to 130"
TheMalaysianInsight,@msianinsight,2020-07-21T09:22:13.000Z,"JUST IN: Malaysia's #Covid_19 death toll remains at 123.
* 7 discharged, total now is 8,562
* 15 new cases, total now is 8,815
* 130 active cases
* 4 in ICU, 1 on ventilator"
Oh Twenty20 Media,@Oht20media,2020-07-21T09:14:42.000Z,"UPDATES : MALAYSIA

       Total         21 July  20 July  19 July

Cases     8,815    15         21         15

Recover 8,562     7           2           7

Death       123     0           0           1

#COVID19Malaysia   
#CoronaVirusUpdate 
#COVID19updates
#Covid_19"
Yazmin Aziz,@YazminAziz,2020-07-21T09:13:58.000Z,The fight against COVID-19 in Malaysia is not over especially now with the new active cluster
ًnat,@FA1RYSAHI,2020-07-21T09:02:46.000Z,not related to treasure but malaysia's covid-19 cases are increasingggg noooo :((( ppl stay safe and always sanitize ur hands!!
YJH,@JunHennXD,2020-07-21T08:55:05.000Z,Guys what do I need to prepare when I back to Malaysia for 14 days quarantine. Is it self quarantine at home or in hotel ? Need some guide. #Quarantine  #malaysia #Covid_19 #kualalumpur
Sivanathan,@sivanathans,2020-07-21T08:41:31.000Z,Did we detect any malicious #Covid_19 contact tracing app in Malaysia?
natasha john,@jaybberjay,2020-07-21T08:27:02.000Z,Test in an hr but kelua lah statement x perlu covid test upon arrival in malaysia...hmmm x hal lah buat jak lah since dah polah appointment...this is gonna be uncomfortable but well...
Don 'unintentionally tweeting' Coyote,@MaisonGladys,2020-07-21T07:07:27.000Z,"Johnson-Cummings idea of world-beating

UK Covid deaths 45,300

Germany 9,086

Sweden 5,619

Poland 1,624

Japan 985

Denmark 611

S Korea 296  

Greece 194

Malaysia 123

Australia 118

#r4today [FT 20.07.20]"
Thasha Jayamanogaran,@Thashaj,2020-07-21T06:49:19.000Z,"Covid-19, Malaysia: Because of those who flout mandatory home quarantine rules, all returnees from abroad are required to undergo mandatory quarantine at centres designated by the govt again now. You will also have to bear full accommodation costs, be it -hotels or other centres."
kia,@dksrosie,2020-07-21T06:25:04.000Z,malaysia is crazy man. the cases of covid improved so much for the last few weeks so the gov decided to open up all the schools again and now the number of cases is rising bc of this. so damn stupid la they should've waited a bit
Muhammad Kyova Nugraha,@Muhammad_KyovaN,2020-07-21T06:24:24.000Z,I think the COVID-19 treatment and prevention by Cuba and Venezuela is the best than Malaysia and Indonesia.
COVIDBot,@COVID19_bot,2020-07-21T05:25:02.000Z,"Total COVID-19 tests performed in Malaysia: 659,632. 8,800 cases, of those 0 today; 123 deaths, of those 0 today."
Nicholas Tee,@N1cholasTee,2020-07-20T16:05:20.000Z,Chile the second wave of COVID-19 is gonna hit Malaysia im lit rally calling it rn STAY AT HOME 
"馬
を激しく勇壮に走る、さぁ走ろう",@HackemSackem,2020-07-20T15:40:04.000Z,covid cases in malaysia may be low but it is quite worrying
Tan Seng Giaw,@Senggiaw,2020-07-20T15:08:31.000Z,"Testing and wearing mask against Covid-19 are controversial in the US. The pandemic situation is bad in the country.
 Malaysia concentrates testings on groups & places at risk. The pandemic is under control. We do not want a resurgence. The authorities can improve testing system."
Barry Chan Kong Heng,@barrychan889,2020-07-20T11:50:41.000Z,"Latest Status COVID-19 of Malaysia on July 20, 2020

Total Active Cases: 122 (New Cases: 21)

Total ICU Cases: 3 (Intubated: 1)

Total Recovered Cases: 8555 (New Recovered Cases: 2)

Total Deaths: 123 (New Deaths: 0)

Total Confirmed Cases: 8800"
emmanuelsamarathisa,@esshimself,2020-07-20T10:54:12.000Z,"1/ Deputy Home Minister Ismail Mohamed Said admits overcrowding in Malaysia's prisons & immigration depots. 

The reasons, he said in a parliamentary reply, were due to a higher number of foreigners serving prison sentences and the inability to deport due to Covid-19."
